COMPANY ID,MAIN TYPE,SUB TYPE,SHORT NAME,TRADING DATE,PRICE HIGH (Rs.),PRICE LOW (Rs.),CLOSE PRICE (Rs.),OPEN PRICE (Rs.),TRADE VOLUME (No.),SHARE VOLUME (No.),TURNOVER (Rs.)
CCS,N,0.0,COLD STORES,2021-03-18,620.0,616.0,620.0,620.0,8,75774.0,46677620.0
CCS,N,0.0,COLD STORES,2021-03-19,616.0,610.0,611.5,611.5,18,315.0,192613.25
CCS,N,0.0,COLD STORES,2021-03-22,620.0,611.5,613.25,613.25,13,236.0,144779.5
CCS,N,0.0,COLD STORES,2021-03-23,610.5,600.0,601.25,601.25,32,1697.0,1022519.75
CCS,N,0.0,COLD STORES,2021-03-24,625.0,606.0,606.25,606.25,5,138.0,83656.0
CCS,N,0.0,COLD STORES,2021-03-25,625.0,606.25,606.25,606.25,7,46.0,28512.5
CCS,N,0.0,COLD STORES,2021-03-29,625.0,622.0,606.25,606.25,7,45.0,28114.75
CCS,N,0.0,COLD STORES,2021-03-30,623.0,615.0,606.25,606.25,2,21.0,12923.0
CCS,N,0.0,COLD STORES,2021-03-31,622.0,620.0,621.75,621.75,5,219.0,136180.0
CCS,N,0.0,COLD STORES,2022-01-03,530.0,527.25,528.25,528.0,27,1797.0,950221.0
CCS,N,0.0,COLD STORES,2022-01-04,535.0,527.0,528.25,527.0,49,7285.0,3858759.0
CCS,N,0.0,COLD STORES,2022-01-05,535.0,528.0,533.0,530.0,40,5375.0,2853018.5
CCS,N,0.0,COLD STORES,2022-01-06,535.0,530.0,530.75,535.0,20,3199.0,1706583.75
CCS,N,0.0,COLD STORES,2022-01-07,534.0,523.0,526.5,530.0,40,489.0,258062.25
CCS,N,0.0,COLD STORES,2022-01-10,530.0,527.0,527.5,528.0,17,441.0,233124.25
CCS,N,0.0,COLD STORES,2022-01-11,530.0,525.5,525.5,530.0,22,601.0,316126.0
CCS,N,0.0,COLD STORES,2022-01-12,530.0,520.0,528.5,525.5,57,9533.0,5032695.5
CCS,N,0.0,COLD STORES,2022-01-13,535.0,520.0,530.0,530.0,30,17491.0,9276245.75
CCS,N,0.0,COLD STORES,2022-01-18,534.0,521.0,529.25,521.0,18,403.0,212444.0
CCS,N,0.0,COLD STORES,2022-01-19,530.0,520.0,529.25,524.25,43,3635.0,1898096.0
CCS,N,0.0,COLD STORES,2022-01-20,530.0,519.5,522.5,530.0,28,728.0,379664.75
CCS,N,0.0,COLD STORES,2022-01-21,527.5,520.0,526.25,520.5,25,1673.0,872990.0
CCS,N,0.0,COLD STORES,2022-01-24,535.0,525.0,525.75,526.0,27,1787.0,945230.0
CCS,N,0.0,COLD STORES,2022-01-25,788.5,649.0,653.5,657.0,2414,289982.0,201047224.75
CCS,N,0.0,COLD STORES,2022-01-26,690.0,610.0,619.5,690.0,561,72315.0,45129120.5
CCS,N,0.0,COLD STORES,2022-01-27,615.0,589.5,601.5,609.75,319,32843.0,19709699.25
CCS,N,0.0,COLD STORES,2022-01-28,610.25,590.25,601.25,599.0,130,5619.0,3366554.5
CCS,N,0.0,COLD STORES,2022-01-31,640.0,595.0,600.5,601.25,203,13652.0,8222791.25
CCS,N,0.0,COLD STORES,2022-02-01,635.75,600.0,603.0,635.75,155,18301.0,11105584.75
CCS,N,0.0,COLD STORES,2022-02-02,620.0,596.25,600.0,600.0,112,24263.0,14557316.25
CCS,N,0.0,COLD STORES,2022-02-03,619.75,596.0,601.0,600.0,87,5273.0,3170322.0
CCS,N,0.0,COLD STORES,2022-02-07,620.0,600.0,609.0,602.0,97,6130.0,3706059.0
CCS,N,0.0,COLD STORES,2022-02-08,620.0,590.0,592.5,615.0,126,13447.0,8234649.75
CCS,N,0.0,COLD STORES,2022-02-09,619.75,585.0,587.5,600.0,132,5060.0,2995043.5
CCS,N,0.0,COLD STORES,2022-02-10,600.0,586.0,598.0,588.25,52,2876.0,1719377.0
CCS,N,0.0,COLD STORES,2022-02-11,600.0,594.0,598.0,595.0,58,1451.0,864906.25
CCS,N,0.0,COLD STORES,2022-02-14,600.0,592.0,594.5,600.0,51,1371.0,816840.0
CCS,N,0.0,COLD STORES,2022-02-15,598.0,590.0,592.0,598.0,86,1213.0,719355.5
CCS,N,0.0,COLD STORES,2022-02-17,600.0,593.0,598.0,598.0,47,2559.0,1527844.0
CCS,N,0.0,COLD STORES,2022-02-18,600.0,590.0,599.0,600.0,61,3213.0,1913986.5
CCS,N,0.0,COLD STORES,2022-02-21,598.5,575.5,578.75,598.5,107,3700.0,2156978.0
CCS,N,0.0,COLD STORES,2022-02-22,594.75,573.0,579.0,577.0,76,3871.0,2240381.0
CCS,N,0.0,COLD STORES,2022-03-04,55.0,50.0,50.1,55.0,288,161532.0,8174791.2
